Transaction_ID,Product_ID,Plant_ID,Material_ID,Production_Date,Units_Produced,Material_KG,Machine_Hours,Material_Cost,Labor_Cost,Scrap_Rate
T0013354,P0041,PLANT-EAST,Bagasse,2026-05-11,24670,495.883,0.5874,1056.13,20.15,0.031
T0013355,P0015,PLANT-CENTRAL,PLA Paper,2026-05-11,42039,309.832,0.4379,1553.65,14.04,0.017
T0013356,P0053,PLANT-EAST,PLA Paper,2026-05-11,25619,332.543,0.4658,1667.54,15.98,0.022
T0013357,P0015,PLANT-CENTRAL,PLA Paper,2026-05-28,5401,39.811,0.0563,199.63,1.8,0.017
T0013358,P0077,PLANT-EAST,Molded Fiber,2026-05-09,22923,458.466,0.8817,946.6,30.24,0.048
T0013359,P0021,PLANT-EAST,Bagasse,2026-05-09,23715,419.759,0.5646,894.0,19.37,0.031
T0013360,P0071,PLANT-CENTRAL,Bagasse,2026-05-09,25319,508.93,0.6029,1083.92,19.33,0.031
T0013361,P0041,PLANT-EAST,Bagasse,2026-05-09,47610,956.98,1.1336,2038.18,38.88,0.031
T0013362,P0042,PLANT-WEST,Molded Fiber,2026-05-26,38579,1033.939,1.4838,2134.77,57.75,0.048
T0013363,P0031,PLANT-CENTRAL,Bagasse,2026-05-03,34693,520.402,0.826,1108.35,26.48,0.031
T0013364,P0030,PLANT-WEST,PLA Paper,2026-05-03,28061,206.81,0.2923,1037.05,11.38,0.017
T0013365,P0078,PLANT-WEST,PLA Paper,2026-05-03,35258,387.846,0.6411,1944.85,24.95,0.022
T0013366,P0035,PLANT-CENTRAL,PLA Paper,2026-05-03,17483,96.158,0.1821,482.18,5.84,0.017
T0013367,P0007,PLANT-CENTRAL,Molded Fiber,2026-05-25,39488,931.927,1.5188,1924.15,48.69,0.048
T0013368,P0014,PLANT-WEST,RPET,2026-05-28,22952,861.179,1.208,3406.48,47.02,0.052
T0013369,P0035,PLANT-CENTRAL,PLA Paper,2026-05-28,25597,140.784,0.2666,705.96,8.55,0.017
T0013370,P0059,PLANT-CENTRAL,RPET,2026-05-02,22193,832.683,1.1681,3293.76,37.45,0.052
T0013371,P0025,PLANT-EAST,PLA Paper,2026-05-02,39210,254.477,0.4084,1276.07,14.01,0.017
T0013372,P0047,PLANT-CENTRAL,Molded Fiber,2026-05-02,27197,543.95,1.0461,1123.09,33.54,0.048
T0013373,P0037,PLANT-EAST,Molded Fiber,2026-05-09,18161,428.618,0.6985,884.97,23.96,0.048
T0013374,P0063,PLANT-CENTRAL,PLA Paper,2026-05-09,17942,197.37,0.3262,989.71,10.46,0.022
T0013375,P0004,PLANT-SOUTH,RPET,2026-05-01,43331,1213.274,2.2806,4799.23,68.01,0.052
T0013376,P0070,PLANT-WEST,PLA Paper,2026-05-28,2241,14.545,0.0233,72.93,0.91,0.017
T0013377,P0073,PLANT-EAST,PLA Paper,2026-05-02,12143,178.99,0.2208,897.55,7.57,0.022
T0013378,P0018,PLANT-WEST,PLA Paper,2026-05-02,15455,170.005,0.281,852.49,10.94,0.022
T0013379,P0055,PLANT-CENTRAL,PLA Paper,2026-05-02,9451,61.341,0.0985,307.6,3.16,0.017
T0013380,P0061,PLANT-EAST,Bagasse,2026-05-02,8355,125.325,0.1989,266.92,6.82,0.031
T0013381,P0017,PLANT-EAST,Molded Fiber,2026-05-21,16336,326.723,0.6283,674.58,21.55,0.048
T0013382,P0052,PLANT-SOUTH,Molded Fiber,2026-05-05,36235,855.153,1.3937,1765.63,41.56,0.048
T0013383,P0039,PLANT-CENTRAL,RPET,2026-05-05,24196,799.443,1.2735,3162.27,40.83,0.052
T0013384,P0024,PLANT-SOUTH,RPET,2026-05-05,20003,660.905,1.0528,2614.27,31.39,0.052
T0013385,P0072,PLANT-SOUTH,Molded Fiber,2026-05-08,26684,715.155,1.0263,1476.58,30.61,0.048
T0013386,P0023,PLANT-CENTRAL,PLA Paper,2026-05-08,30360,394.085,0.552,1976.14,17.7,0.022
T0013387,P0059,PLANT-CENTRAL,RPET,2026-05-08,28802,1080.679,1.5159,4274.73,48.6,0.052
T0013388,P0074,PLANT-WEST,RPET,2026-05-08,29395,1102.922,1.5471,4362.72,60.21,0.052
T0013389,P0011,PLANT-CENTRAL,Bagasse,2026-05-05,8912,179.137,0.2122,381.53,6.8,0.031
T0013390,P0017,PLANT-EAST,Molded Fiber,2026-05-05,10638,212.773,0.4092,439.31,14.03,0.048
T0013391,P0029,PLANT-EAST,RPET,2026-05-05,8713,326.915,0.4586,1293.14,15.73,0.052
T0013392,P0048,PLANT-SOUTH,PLA Paper,2026-05-01,4572,50.299,0.0831,252.22,2.48,0.022
T0013393,P0042,PLANT-WEST,Molded Fiber,2026-05-01,2889,77.444,0.1111,159.9,4.33,0.048
T0013394,P0049,PLANT-EAST,RPET,2026-05-20,26833,751.333,1.4123,2971.97,48.44,0.052
T0013395,P0026,PLANT-WEST,Bagasse,2026-05-20,7832,157.44,0.1865,335.31,7.26,0.031
T0013396,P0042,PLANT-WEST,Molded Fiber,2026-05-07,23588,632.165,0.9072,1305.23,35.31,0.048
T0013397,P0062,PLANT-WEST,Molded Fiber,2026-05-07,25629,512.584,0.9857,1058.33,38.36,0.048
T0013398,P0004,PLANT-SOUTH,RPET,2026-05-07,37925,1061.903,1.9961,4200.46,59.52,0.052
T0013399,P0036,PLANT-SOUTH,Bagasse,2026-05-04,21876,387.208,0.5209,824.68,15.53,0.031
T0013400,P0077,PLANT-EAST,Molded Fiber,2026-05-04,26928,538.571,1.0357,1111.99,35.52,0.048
T0013401,P0028,PLANT-SOUTH,PLA Paper,2026-05-04,52195,769.359,0.949,3857.95,28.3,0.022
T0013402,P0045,PLANT-EAST,PLA Paper,2026-05-10,38391,282.947,0.3999,1418.84,13.72,0.017
T0013403,P0016,PLANT-SOUTH,Bagasse,2026-05-13,22330,334.954,0.5317,713.38,15.85,0.031
T0013404,P0001,PLANT-EAST,Bagasse,2026-05-19,2589,38.839,0.0616,82.72,2.11,0.031
T0013405,P0037,PLANT-EAST,Molded Fiber,2026-05-19,4126,97.375,0.1587,201.05,5.44,0.048
T0013406,P0071,PLANT-CENTRAL,Bagasse,2026-05-19,4937,99.235,0.1175,211.35,3.77,0.031
T0013407,P0080,PLANT-SOUTH,PLA Paper,2026-05-21,35809,196.954,0.373,987.62,11.12,0.017
T0013408,P0050,PLANT-WEST,PLA Paper,2026-05-02,23421,128.816,0.244,645.95,9.5,0.017
T0013409,P0032,PLANT-SOUTH,Molded Fiber,2026-05-02,34818,696.366,1.3392,1437.79,39.93,0.048
T0013410,P0022,PLANT-WEST,Molded Fiber,2026-05-02,14129,333.449,0.5434,688.47,21.15,0.048
T0013411,P0040,PLANT-SOUTH,PLA Paper,2026-05-25,35370,229.553,0.3684,1151.09,10.99,0.017
T0013412,P0076,PLANT-SOUTH,Bagasse,2026-05-25,34962,524.443,0.8324,1116.96,24.82,0.031
T0013413,P0006,PLANT-WEST,Bagasse,2026-05-23,41034,726.303,0.977,1546.88,38.02,0.031
T0013414,P0036,PLANT-SOUTH,Bagasse,2026-05-23,33364,590.548,0.7944,1257.75,23.69,0.031
T0013415,P0052,PLANT-SOUTH,Molded Fiber,2026-05-04,32805,774.214,1.2618,1598.52,37.63,0.048
T0013416,P0045,PLANT-EAST,PLA Paper,2026-05-27,32532,239.761,0.3389,1202.28,11.62,0.017
T0013417,P0038,PLANT-WEST,PLA Paper,2026-05-27,37526,487.095,0.6823,2442.54,26.56,0.022
T0013418,P0036,PLANT-SOUTH,Bagasse,2026-05-03,39013,690.537,0.9289,1470.71,27.7,0.031
T0013419,P0072,PLANT-SOUTH,Molded Fiber,2026-05-03,35801,959.479,1.377,1981.04,41.06,0.048
T0013420,P0056,PLANT-SOUTH,Bagasse,2026-05-11,36331,730.259,0.865,1555.3,25.8,0.031
T0013421,P0011,PLANT-CENTRAL,Bagasse,2026-05-11,43365,871.643,1.0325,1856.43,33.1,0.031
T0013422,P0032,PLANT-SOUTH,Molded Fiber,2026-05-02,28603,572.08,1.1002,1181.17,32.81,0.048
T0013423,P0065,PLANT-EAST,PLA Paper,2026-05-02,22831,125.571,0.2378,629.68,8.16,0.017
T0013424,P0080,PLANT-SOUTH,PLA Paper,2026-05-02,24572,135.15,0.256,677.71,7.63,0.017
T0013425,P0017,PLANT-EAST,Molded Fiber,2026-05-02,16696,333.929,0.6422,689.46,22.03,0.048
T0013426,P0011,PLANT-CENTRAL,Bagasse,2026-05-20,16659,334.855,0.3967,713.17,12.72,0.031
T0013427,P0044,PLANT-SOUTH,RPET,2026-05-20,42577,1597.489,2.2409,6319.03,66.82,0.052
T0013428,P0078,PLANT-WEST,PLA Paper,2026-05-20,39097,430.069,0.7109,2156.58,27.67,0.022
T0013429,P0032,PLANT-SOUTH,Molded Fiber,2026-05-03,5469,109.391,0.2104,225.86,6.27,0.048
T0013430,P0058,PLANT-WEST,PLA Paper,2026-05-03,14057,207.204,0.2556,1039.02,9.95,0.022
T0013431,P0075,PLANT-CENTRAL,PLA Paper,2026-05-03,14119,104.057,0.1471,521.79,4.72,0.017
T0013432,P0027,PLANT-CENTRAL,Molded Fiber,2026-05-17,1503,40.284,0.0578,83.18,1.85,0.048
T0013433,P0015,PLANT-CENTRAL,PLA Paper,2026-05-17,4630,34.128,0.0482,171.14,1.55,0.017
T0013434,P0017,PLANT-EAST,Molded Fiber,2026-05-17,1584,31.681,0.0609,65.41,2.09,0.048
T0013435,P0039,PLANT-CENTRAL,RPET,2026-05-17,2573,85.04,0.1355,336.38,4.34,0.052
T0013436,P0058,PLANT-WEST,PLA Paper,2026-05-02,9391,138.432,0.1708,694.17,6.65,0.022
T0013437,P0021,PLANT-EAST,Bagasse,2026-05-02,11201,198.262,0.2667,422.26,9.15,0.031
T0013438,P0012,PLANT-SOUTH,Molded Fiber,2026-05-02,9591,257.049,0.3689,530.73,11.0,0.048
T0013439,P0011,PLANT-CENTRAL,Bagasse,2026-05-02,10098,202.971,0.2404,432.29,7.71,0.031
T0013440,P0039,PLANT-CENTRAL,RPET,2026-05-27,28393,938.12,1.4944,3710.83,47.91,0.052
T0013441,P0053,PLANT-EAST,PLA Paper,2026-05-27,43502,564.657,0.7909,2831.47,27.13,0.022
T0013442,P0069,PLANT-EAST,RPET,2026-05-27,17465,577.05,0.9192,2282.58,31.53,0.052
T0013443,P0056,PLANT-SOUTH,Bagasse,2026-05-04,4849,97.472,0.1155,207.59,3.44,0.031
T0013444,P0007,PLANT-CENTRAL,Molded Fiber,2026-05-04,3451,81.46,0.1328,168.19,4.26,0.048
T0013445,P0076,PLANT-SOUTH,Bagasse,2026-05-04,4921,73.824,0.1172,157.23,3.49,0.031
T0013446,P0020,PLANT-SOUTH,PLA Paper,2026-05-04,5019,27.606,0.0523,138.43,1.56,0.017
T0013447,P0080,PLANT-SOUTH,PLA Paper,2026-05-01,44553,245.044,0.4641,1228.77,13.84,0.017
T0013448,P0052,PLANT-SOUTH,Molded Fiber,2026-05-01,27170,641.216,1.045,1323.92,31.16,0.048
T0013449,P0030,PLANT-WEST,PLA Paper,2026-05-01,48361,356.422,0.5038,1787.28,19.61,0.017
T0013450,P0014,PLANT-WEST,RPET,2026-05-01,19878,745.849,1.0462,2950.28,40.72,0.052
T0013451,P0052,PLANT-SOUTH,Molded Fiber,2026-05-07,22970,542.106,0.8835,1119.29,26.35,0.048
T0013452,P0048,PLANT-SOUTH,PLA Paper,2026-05-07,18030,198.337,0.3278,994.56,9.78,0.022
T0013453,P0043,PLANT-CENTRAL,PLA Paper,2026-05-07,31695,467.189,0.5763,2342.72,18.48,0.022
T0013454,P0023,PLANT-CENTRAL,PLA Paper,2026-05-07,34565,448.659,0.6285,2249.8,20.15,0.022
T0013455,P0029,PLANT-EAST,RPET,2026-05-25,18855,707.458,0.9924,2798.42,34.04,0.052
T0013456,P0005,PLANT-EAST,PLA Paper,2026-05-25,49053,269.797,0.511,1352.89,17.53,0.017
T0013457,P0076,PLANT-SOUTH,Bagasse,2026-05-25,40306,604.598,0.9597,1287.67,28.62,0.031
T0013458,P0055,PLANT-CENTRAL,PLA Paper,2026-05-22,5142,33.374,0.0536,167.36,1.72,0.017
T0013459,P0011,PLANT-CENTRAL,Bagasse,2026-05-05,22853,459.354,0.5441,978.33,17.44,0.031
T0013460,P0033,PLANT-EAST,PLA Paper,2026-05-05,33147,364.62,0.6027,1828.39,20.67,0.022
T0013461,P0010,PLANT-WEST,PLA Paper,2026-05-24,15166,98.433,0.158,493.59,6.15,0.017
T0013462,P0051,PLANT-CENTRAL,Bagasse,2026-05-13,4723,83.605,0.1125,178.06,3.61,0.031
T0013463,P0004,PLANT-SOUTH,RPET,2026-05-13,5289,148.093,0.2784,585.8,8.3,0.052
T0013464,P0011,PLANT-CENTRAL,Bagasse,2026-05-13,5857,117.737,0.1395,250.76,4.47,0.031
T0013465,P0026,PLANT-WEST,Bagasse,2026-05-13,2728,54.845,0.065,116.81,2.53,0.031
T0013466,P0024,PLANT-SOUTH,RPET,2026-05-23,40294,1331.324,2.1208,5266.18,63.24,0.052
T0013467,P0049,PLANT-EAST,RPET,2026-05-23,45642,1277.987,2.4022,5055.21,82.4,0.052
T0013468,P0003,PLANT-CENTRAL,PLA Paper,2026-05-23,31800,349.807,0.5782,1754.11,18.54,0.022
T0013469,P0031,PLANT-CENTRAL,Bagasse,2026-05-23,45592,683.885,1.0855,1456.54,34.8,0.031
T0013470,P0047,PLANT-CENTRAL,Molded Fiber,2026-05-18,2990,59.811,0.115,123.49,3.69,0.048
T0013471,P0002,PLANT-WEST,Molded Fiber,2026-05-24,13843,276.87,0.5324,571.65,20.72,0.048
T0013472,P0002,PLANT-WEST,Molded Fiber,2026-05-11,10059,201.197,0.3869,415.41,15.06,0.048
T0013473,P0015,PLANT-CENTRAL,PLA Paper,2026-05-11,10177,75.005,0.106,376.11,3.4,0.017
T0013474,P0027,PLANT-CENTRAL,Molded Fiber,2026-05-11,11816,316.674,0.4545,653.84,14.57,0.048
T0013475,P0018,PLANT-WEST,PLA Paper,2026-05-22,2448,26.938,0.0445,135.08,1.73,0.022
T0013476,P0030,PLANT-WEST,PLA Paper,2026-05-16,5065,37.33,0.0528,187.19,2.05,0.017
T0013477,P0002,PLANT-WEST,Molded Fiber,2026-05-22,7380,147.605,0.2839,304.76,11.05,0.048
T0013478,P0029,PLANT-EAST,RPET,2026-05-01,11854,444.778,0.6239,1759.36,21.4,0.052
T0013479,P0025,PLANT-EAST,PLA Paper,2026-05-01,5339,34.655,0.0556,173.78,1.91,0.017
T0013480,P0060,PLANT-SOUTH,PLA Paper,2026-05-01,8425,62.094,0.0878,311.37,2.62,0.017
T0013481,P0002,PLANT-WEST,Molded Fiber,2026-05-23,1965,39.307,0.0756,81.16,2.94,0.048
T0013482,P0020,PLANT-SOUTH,PLA Paper,2026-05-23,4508,24.798,0.047,124.35,1.4,0.017
T0013483,P0079,PLANT-CENTRAL,RPET,2026-05-23,2479,69.439,0.1305,274.67,4.18,0.052
T0013484,P0018,PLANT-WEST,PLA Paper,2026-05-01,12492,137.421,0.2271,689.1,8.84,0.022
T0013485,P0025,PLANT-EAST,PLA Paper,2026-05-01,12863,83.485,0.134,418.64,4.6,0.017
T0013486,P0041,PLANT-EAST,Bagasse,2026-05-12,23766,477.712,0.5659,1017.43,19.41,0.031
T0013487,P0002,PLANT-WEST,Molded Fiber,2026-05-19,7585,151.702,0.2917,313.22,11.35,0.048
T0013488,P0065,PLANT-EAST,PLA Paper,2026-05-05,4190,23.046,0.0436,115.57,1.5,0.017
T0013489,P0019,PLANT-CENTRAL,RPET,2026-05-04,29472,825.232,1.5512,3264.29,49.73,0.052
T0013490,P0080,PLANT-SOUTH,PLA Paper,2026-05-04,25096,138.032,0.2614,692.16,7.8,0.017
T0013491,P0019,PLANT-CENTRAL,RPET,2026-05-25,24902,697.283,1.3107,2758.17,42.02,0.052
T0013492,P0078,PLANT-WEST,PLA Paper,2026-05-25,26328,289.61,0.4787,1452.25,18.63,0.022
T0013493,P0034,PLANT-WEST,RPET,2026-05-25,44099,1234.776,2.321,4884.28,90.33,0.052
T0013494,P0040,PLANT-SOUTH,PLA Paper,2026-05-25,33392,216.718,0.3478,1086.73,10.37,0.017
T0013495,P0049,PLANT-EAST,RPET,2026-05-05,18920,529.785,0.9958,2095.62,34.16,0.052
T0013496,P0051,PLANT-CENTRAL,Bagasse,2026-05-05,34768,615.408,0.8278,1310.7,26.54,0.031
T0013497,P0028,PLANT-SOUTH,PLA Paper,2026-05-05,49197,725.169,0.8945,3636.36,26.67,0.022
T0013498,P0027,PLANT-CENTRAL,Molded Fiber,2026-05-05,33587,900.137,1.2918,1858.51,41.42,0.048
T0013499,P0060,PLANT-SOUTH,PLA Paper,2026-05-14,3216,23.707,0.0335,118.88,1.0,0.017
T0013500,P0024,PLANT-SOUTH,RPET,2026-05-14,2449,80.927,0.1289,320.12,3.84,0.052
T0013501,P0072,PLANT-SOUTH,Molded Fiber,2026-05-15,24802,664.708,0.9539,1372.42,28.45,0.048
T0013502,P0011,PLANT-CENTRAL,Bagasse,2026-05-15,39807,800.121,0.9478,1704.1,30.39,0.031
T0013503,P0053,PLANT-EAST,PLA Paper,2026-05-15,22723,294.957,0.4132,1479.06,14.17,0.022
T0013504,P0051,PLANT-CENTRAL,Bagasse,2026-05-15,24486,433.403,0.583,923.06,18.69,0.031
T0013505,P0001,PLANT-EAST,Bagasse,2026-05-11,12859,192.895,0.3062,410.83,10.5,0.031
T0013506,P0003,PLANT-CENTRAL,PLA Paper,2026-05-11,12920,142.123,0.2349,712.67,7.53,0.022
T0013507,P0068,PLANT-SOUTH,PLA Paper,2026-05-23,9029,117.205,0.1642,587.72,4.9,0.022
T0013508,P0042,PLANT-WEST,Molded Fiber,2026-05-23,8595,230.362,0.3306,475.63,12.87,0.048
T0013509,P0016,PLANT-SOUTH,Bagasse,2026-05-23,13596,203.947,0.3237,434.37,9.65,0.031
T0013510,P0067,PLANT-CENTRAL,Molded Fiber,2026-05-10,23179,547.039,0.8915,1129.47,28.58,0.048
T0013511,P0080,PLANT-SOUTH,PLA Paper,2026-05-10,45605,250.829,0.4751,1257.78,14.17,0.017
T0013512,P0005,PLANT-EAST,PLA Paper,2026-05-23,6391,35.154,0.0666,176.28,2.28,0.017
T0013513,P0018,PLANT-WEST,PLA Paper,2026-05-28,8720,95.929,0.1586,481.04,6.17,0.022
T0013514,P0070,PLANT-WEST,PLA Paper,2026-05-28,15783,102.434,0.1644,513.65,6.4,0.017
T0013515,P0022,PLANT-WEST,Molded Fiber,2026-05-28,11478,270.904,0.4415,559.34,17.18,0.048
T0013516,P0079,PLANT-CENTRAL,RPET,2026-05-28,9136,255.81,0.4808,1011.88,15.42,0.052
T0013517,P0079,PLANT-CENTRAL,RPET,2026-05-28,26587,744.451,1.3993,2944.75,44.86,0.052
T0013518,P0002,PLANT-WEST,Molded Fiber,2026-05-28,14640,292.815,0.5631,604.58,21.92,0.048
T0013519,P0072,PLANT-SOUTH,Molded Fiber,2026-05-26,6609,177.128,0.2542,365.72,7.58,0.048
T0013520,P0053,PLANT-EAST,PLA Paper,2026-05-26,15632,202.915,0.2842,1017.52,9.75,0.022
T0013521,P0051,PLANT-CENTRAL,Bagasse,2026-05-27,2558,45.282,0.0609,96.44,1.95,0.031
T0013522,P0051,PLANT-CENTRAL,Bagasse,2026-05-03,6117,108.282,0.1457,230.62,4.67,0.031
T0013523,P0053,PLANT-EAST,PLA Paper,2026-05-03,16846,218.669,0.3063,1096.52,10.51,0.022
T0013524,P0052,PLANT-SOUTH,Molded Fiber,2026-05-17,13244,312.576,0.5094,645.38,15.19,0.048
T0013525,P0079,PLANT-CENTRAL,RPET,2026-05-17,45890,1284.928,2.4153,5082.66,77.43,0.052
T0013526,P0076,PLANT-SOUTH,Bagasse,2026-05-17,28058,420.882,0.6681,896.4,19.92,0.031
T0013527,P0016,PLANT-SOUTH,Bagasse,2026-05-25,2033,30.495,0.0484,64.95,1.44,0.031
T0013528,P0032,PLANT-SOUTH,Molded Fiber,2026-05-25,3700,74.013,0.1423,152.81,4.24,0.048
T0013529,P0066,PLANT-WEST,Bagasse,2026-05-03,8063,142.733,0.192,303.99,7.47,0.031
T0013530,P0049,PLANT-EAST,RPET,2026-05-03,6080,170.245,0.32,673.42,10.98,0.052
T0013531,P0027,PLANT-CENTRAL,Molded Fiber,2026-05-03,8534,228.729,0.3283,472.26,10.52,0.048
T0013532,P0059,PLANT-CENTRAL,RPET,2026-05-02,4892,183.563,0.2575,726.1,8.26,0.052
T0013533,P0036,PLANT-SOUTH,Bagasse,2026-05-02,5004,88.573,0.1191,188.64,3.55,0.031
T0013534,P0005,PLANT-EAST,PLA Paper,2026-05-02,5487,30.18,0.0572,151.34,1.96,0.017
T0013535,P0044,PLANT-SOUTH,RPET,2026-05-13,11040,414.224,0.5811,1638.5,17.33,0.052
T0013536,P0028,PLANT-SOUTH,PLA Paper,2026-05-13,18481,272.419,0.336,1366.04,10.02,0.022
T0013537,P0006,PLANT-WEST,Bagasse,2026-05-13,9938,175.904,0.2366,374.64,9.21,0.031
T0013538,P0015,PLANT-CENTRAL,PLA Paper,2026-05-13,16236,119.659,0.1691,600.03,5.42,0.017
T0013539,P0003,PLANT-CENTRAL,PLA Paper,2026-05-28,4282,47.104,0.0779,236.2,2.5,0.022
T0013540,P0058,PLANT-WEST,PLA Paper,2026-05-28,4764,70.234,0.0866,352.19,3.37,0.022
T0013541,P0077,PLANT-EAST,Molded Fiber,2026-05-28,4144,82.899,0.1594,171.16,5.47,0.048
T0013542,P0008,PLANT-SOUTH,PLA Paper,2026-05-02,4361,56.618,0.0793,283.91,2.36,0.022
T0013543,P0060,PLANT-SOUTH,PLA Paper,2026-05-02,2056,15.16,0.0214,76.02,0.64,0.017
T0013544,P0039,PLANT-CENTRAL,RPET,2026-05-02,4528,149.621,0.2383,591.84,7.64,0.052
T0013545,P0056,PLANT-SOUTH,Bagasse,2026-05-02,2524,50.737,0.0601,108.06,1.79,0.031
T0013546,P0019,PLANT-CENTRAL,RPET,2026-05-03,12954,362.73,0.6818,1434.81,21.86,0.052
T0013547,P0028,PLANT-SOUTH,PLA Paper,2026-05-03,17504,258.01,0.3183,1293.79,9.49,0.022
T0013548,P0060,PLANT-SOUTH,PLA Paper,2026-05-03,5543,40.854,0.0577,204.86,1.72,0.017
T0013549,P0069,PLANT-EAST,RPET,2026-05-21,24585,812.303,1.294,3213.15,44.38,0.052
T0013550,P0051,PLANT-CENTRAL,Bagasse,2026-05-21,31204,552.317,0.743,1176.32,23.82,0.031
T0013551,P0028,PLANT-SOUTH,PLA Paper,2026-05-21,23188,341.793,0.4216,1713.92,12.57,0.022
T0013552,P0053,PLANT-EAST,PLA Paper,2026-05-07,54653,709.401,0.9937,3557.29,34.08,0.022
T0013553,P0079,PLANT-CENTRAL,RPET,2026-05-07,43131,1207.692,2.2701,4777.15,72.78,0.052
T0013554,P0012,PLANT-SOUTH,Molded Fiber,2026-05-07,31194,836.008,1.1998,1726.11,35.78,0.048
T0013555,P0069,PLANT-EAST,RPET,2026-05-01,13247,437.71,0.6973,1731.41,23.92,0.052
T0013556,P0007,PLANT-CENTRAL,Molded Fiber,2026-05-01,5535,130.643,0.2129,269.74,6.83,0.048
T0013557,P0031,PLANT-CENTRAL,Bagasse,2026-05-25,25152,377.291,0.5989,803.55,19.2,0.031
T0013558,P0060,PLANT-SOUTH,PLA Paper,2026-05-25,20396,150.324,0.2125,753.8,6.34,0.017
T0013559,P0052,PLANT-SOUTH,Molded Fiber,2026-05-25,23642,557.971,0.9093,1152.04,27.12,0.048
T0013560,P0052,PLANT-SOUTH,Molded Fiber,2026-05-24,37552,886.239,1.4443,1829.82,43.07,0.048
T0013561,P0019,PLANT-CENTRAL,RPET,2026-05-24,16539,463.093,0.8705,1831.81,27.91,0.052
T0013562,P0079,PLANT-CENTRAL,RPET,2026-05-22,9370,262.367,0.4932,1037.82,15.81,0.052
T0013563,P0038,PLANT-WEST,PLA Paper,2026-05-22,9399,122.009,0.1709,611.82,6.65,0.022
T0013564,P0071,PLANT-CENTRAL,Bagasse,2026-05-22,15042,302.35,0.3582,643.95,11.48,0.031
T0013565,P0045,PLANT-EAST,PLA Paper,2026-05-22,7958,58.653,0.0829,294.11,2.84,0.017
T0013566,P0027,PLANT-CENTRAL,Molded Fiber,2026-05-10,11997,321.544,0.4615,663.89,14.79,0.048
T0013567,P0012,PLANT-SOUTH,Molded Fiber,2026-05-10,12505,335.141,0.481,691.97,14.34,0.048
T0013568,P0057,PLANT-EAST,Molded Fiber,2026-05-18,32648,874.969,1.2557,1806.55,43.07,0.048
T0013569,P0063,PLANT-CENTRAL,PLA Paper,2026-05-18,30023,330.259,0.5459,1656.08,17.5,0.022
T0013570,P0002,PLANT-WEST,Molded Fiber,2026-05-18,23025,460.504,0.8856,950.8,34.47,0.048
T0013571,P0077,PLANT-EAST,Molded Fiber,2026-05-18,35360,707.206,1.36,1460.17,46.65,0.048
T0013572,P0029,PLANT-EAST,RPET,2026-05-12,1976,74.169,0.104,293.38,3.57,0.052
T0013573,P0053,PLANT-EAST,PLA Paper,2026-05-12,3843,49.889,0.0699,250.17,2.4,0.022
T0013574,P0047,PLANT-CENTRAL,Molded Fiber,2026-05-12,4277,85.546,0.1645,176.63,5.27,0.048
T0013575,P0043,PLANT-CENTRAL,PLA Paper,2026-05-12,3159,46.571,0.0574,233.53,1.84,0.022
T0013576,P0050,PLANT-WEST,PLA Paper,2026-05-28,44562,245.094,0.4642,1229.02,18.07,0.017
T0013577,P0070,PLANT-WEST,PLA Paper,2026-05-28,45178,293.205,0.4706,1470.28,18.32,0.017
T0013578,P0033,PLANT-EAST,PLA Paper,2026-05-28,32537,357.916,0.5916,1794.77,20.29,0.022
T0013579,P0018,PLANT-WEST,PLA Paper,2026-05-14,54651,601.165,0.9937,3014.54,38.67,0.022
T0013580,P0052,PLANT-SOUTH,Molded Fiber,2026-05-06,30798,726.84,1.1846,1500.71,35.32,0.048
T0013581,P0021,PLANT-EAST,Bagasse,2026-05-06,38510,681.642,0.9169,1451.76,31.45,0.031
T0013582,P0014,PLANT-WEST,RPET,2026-05-06,43392,1628.083,2.2838,6440.05,88.89,0.052
T0013583,P0074,PLANT-WEST,RPET,2026-05-15,29420,1103.872,1.5485,4366.47,60.27,0.052
T0013584,P0065,PLANT-EAST,PLA Paper,2026-05-15,20115,110.638,0.2095,554.79,7.19,0.017
T0013585,P0015,PLANT-CENTRAL,PLA Paper,2026-05-15,26875,198.075,0.28,993.25,8.98,0.017
T0013586,P0005,PLANT-EAST,PLA Paper,2026-05-27,12473,68.602,0.1299,344.0,4.46,0.017
T0013587,P0004,PLANT-SOUTH,RPET,2026-05-05,3281,91.886,0.1727,363.46,5.15,0.052
T0013588,P0015,PLANT-CENTRAL,PLA Paper,2026-05-05,5237,38.597,0.0546,193.54,1.75,0.017
T0013589,P0064,PLANT-SOUTH,RPET,2026-05-13,37630,1053.662,1.9806,4167.87,59.06,0.052
T0013590,P0046,PLANT-WEST,Bagasse,2026-05-13,17189,257.848,0.4093,549.17,15.93,0.031
T0013591,P0068,PLANT-SOUTH,PLA Paper,2026-05-20,53697,696.991,0.9763,3495.06,29.11,0.022
T0013592,P0066,PLANT-WEST,Bagasse,2026-05-20,19638,347.607,0.4676,740.33,18.2,0.031
T0013593,P0033,PLANT-EAST,PLA Paper,2026-05-20,36082,396.911,0.6561,1990.31,22.5,0.022
T0013594,P0030,PLANT-WEST,PLA Paper,2026-05-25,3491,25.731,0.0364,129.03,1.42,0.017
T0013595,P0036,PLANT-SOUTH,Bagasse,2026-05-25,4564,80.792,0.1087,172.07,3.24,0.031
T0013596,P0029,PLANT-EAST,RPET,2026-05-25,2435,91.386,0.1282,361.49,4.4,0.052
